점착제,작업자,분류,설명,이론 고형분(%),측정 고형분(%),수율(%),전환율(%),응집량(%),pH,Tg,점도(cP),초기 유화제 농도,입도(nm),Scale,모노머,용제,개시제,유화제 및 첨가제,반응시간,온도
S250722G,정주현,WPVC대체용,[913기반] HDDA 0.75% + AA 5%,0.46,0.43,0.63,0.91,0.04,8.5,,8650.0,0.00414,,331.07,BA 74.25 / CHMA 20 / AA 5 / HDDA 0.75,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.25wt%,4.75시간,83.0
S250722F,정주현,WPVC대체용,[913기반] HDDA 0.75% + AA 3%,0.46,0.4,0.6,0.87,0.02,9,,100.0,0.00414,,332.97,BA 76.25 / CHMA 20 / AA 3 / HDDA 0.75,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250827F,이민지,WPVC대체용,[921기반] 913 조성 + NDM 0.1%,0.46,0.44,0.7,0.95,0.0021,8-9,-36.75,60.0,0.00377,,332.12,BA 78.7 / CHMA 20 / AA 1.3 / NDM 0.1,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250827G,이민지,WPVC대체용,[921기반] 913 조성 + NDM 0.2%,0.46,0.45,0.73,0.97,0.0076,8-9,-36.75,100.0,0.00377,,332.28,BA 78.7 / CHMA 20 / AA 1.3 / NDM 0.2,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250827H,이민지,WPVC대체용,[921기반] 913 조성 + NDM 0.3%,0.46,0.46,0.75,1.0,0.0037,8-9,-36.75,160.0,0.00377,,332.42,BA 78.7 / CHMA 20 / AA 1.3 / NDM 0.3,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.85wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.20wt%,4.75시간,83.0
S250912C,정주현,기초실험,[913기반] IBOMA 20% + MAA 0.5%,0.46,0.42,0.59,0.91,0.04,8-9,-41.38,60.0,0.00414,,331.57,BA 79.5 / IBOMA 20 / MAA 0.5,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.28wt%,4.75시간,83.0
S250912B,정주현,기초실험,[913기반] IBOMA 20% + AA 0.5%,0.46,0.42,0.55,0.91,0.04,8-9,-41.52,40.0,0.00414,,330.97,BA 79.5 / IBOMA 20 / AA 0.5,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250912A,정주현,기초실험,[913기반] IBOMA 20%,0.46,0.42,0.43,0.91,0.06,8-9,-40.0,60.0,0.00414,,331.47,BA 78.7 / IBOMA 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.27wt%,4.75시간,83.0
S250908C,정주현,기초실험,"[913기반] 2-EHA 적용에 따른 재부착성,젖음성 및 오염성 검토",0.46,0.42,0.59,0.92,0.03,8-9,-37.98,20.0,0.00414,,332.19,BA 62.96 / 2-EHA 15.74 / CHMA 20 / AA 1.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.31wt%,4.75시간,83.0
S250908B,정주현,기초실험,[913기반] MAA 적용에 따른 내습성 개선 여부 검토,0.46,0.45,0.65,0.97,0.03,8-9,-38.2,60.0,0.00414,,330.57,BA 79.5 / CHMA 20 / AA 0.1 / MAA 0.4,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.22wt%,4.75시간,83.0
S250908A,정주현,기초실험,[913기반] 여러가지 부모노머를 쓸 경우의 점착 특성 확인,0.46,0.44,0.67,0.94,0.02,8-9,-42.22,20.0,0.00414,,331.28,BA 66.96 / 2-EHA 16.74 / MMA 5 / LA 5 / CHMA 5 / MAA 1 / AA 0.3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.26wt%,4.75시간,83.0
S250903H,이민지,WPVC대체용,[913기반] AA 3% + IBOMA 20%,0.46,0.41,0.55,0.89,0.03,8-9,-36.78,60.0,0.00414,,332.97,BA 77 / IBOMA 20 / AA 3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250903G,이민지,WPVC대체용,[913기반] AA 2% + IBOMA 20%,0.46,0.44,0.62,0.96,0.04,8-9,-38.67,40.0,0.00414,,332.97,BA 78 / IBOMA 20 / AA 2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250903F,이민지,WPVC대체용,[913기반] AA 3% + IBOA 20%,0.46,0.44,0.6,0.94,0.03,8-9,-36.71,60.0,0.00414,,332.97,BA 77 / IBOA 20 / AA 3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250903E,이민지,WPVC대체용,[913기반] AA 2% + IBOA 20%,0.46,0.44,0.59,0.96,0.04,8-9,-38.6,60.0,0.00414,,332.97,BA 78 / IBOA 20 / AA 2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250902C,정주현,WPVC대체용,[913기반] AA 3% + CHMA 10%,0.46,0.42,0.54,0.92,0.02,8-9,-42.32,40.0,0.00414,,333.27,BA 87 / CHMA 10 / AA 3,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.38wt%,4.75시간,83.0
S250902B,정주현,WPVC대체용,[913기반] AA 2% + CHMA 30%,0.46,0.43,0.57,0.94,0.05,8-9,-25.7,20.0,0.00414,,332.97,BA 68 / CHMA 30 / AA 2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250902A,정주현,WPVC대체용,[913기반] AA 2% + CHMA 10%,0.46,0.44,0.62,0.96,0.04,8-9,-44.07,40.0,0.00414,,332.97,BA 88 / CHMA 10 / AA 2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.36wt%,4.75시간,83.0
S250901H,이민지,WPVC대체용,[921기반] 913 조성 + NDM 0.2% + AA 3%,0.45,0.44,0.74,0.96,0.0095,8-9,-33.61,500.0,0.00377,,339.31,BA 77 / CHMA 20 / AA 3 / NDM 0.2,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.62wt%,4.75시간,83.0
S250901G,이민지,WPVC대체용,[921기반] 913 조성 + NDM 0.2% + AA 2%,0.46,0.44,0.75,0.96,0.01,8-9,-35.46,80.0,0.00377,,335.22,BA 78 / CHMA 20 / AA 2 / NDM 0.2,증류수 104.61wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.38wt%,4.75시간,83.0
S250814H,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 7 : 3,0.48,0.44,0.66,0.91,0.02,8-9,-47.45,50.0,0.00202,,314.69,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.06wt%(초기 0.03wt%) / PP-70 0.44wt% / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.23wt%,4.75시간,83.0
S250923F,이민지,WPVC대체용,[913기반] AA 0.5% + IBOMA 25%,0.46,0.43,0.63,0.92,0.05,8-9,-37.72,60.0,0.00414,,330.97,BA 74.5 / IBOMA 25 / AA 0.5,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250923G,이민지,WPVC대체용,[913기반] AA 0.5% + IBOMA 30%,0.46,0.44,0.7,0.94,0.04,8-9,-33.6,60.0,0.00414,,330.97,BA 69.5 / IBOMA 30  / AA 0.5,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250923H,이민지,WPVC대체용,[913기반] AA 0.5% + IBOMA 20% + 2-HEMA 2%,0.46,0.43,0.66,0.92,0.03,8-9,-39.73,60.0,0.00414,,330.97,BA 77.5 / IBOMA 20 / AA 0.5 / 2-HEMA 2,증류수 105.75wt%,KPS 0.32wt% ( 후첨 0.10wt% ),SR-1025 2.83wt%(초기 0.04wt%) / ER-10 0.15wt% / NH4OH 0.24wt%,4.75시간,83.0
S250924H,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 8 : 2,0.48,0.46,0.61,0.95,0.05,8-9,-47.45,50.0,0.0025,,313.28,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.21wt%(초기 0.03wt%) / PP-70 0.29wt% / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.11wt%,4.75시간,83.0
S250924G,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 9 : 1,0.48,0.44,0.63,0.91,0.02,8-9,-47.45,50.0,0.0025,,313.64,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 1.35wt%(초기 0.03wt%) / PP-70 0.15wt% / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.09wt%,4.75시간,83.0
S250925G,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 6 : 4,0.49,0.44,0.63,0.91,0.0067,8-9,-47.45,50.0,0.0025,,311.7,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 0.91wt%(초기 0.03wt%) / PP-70 0.59wt% / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.09wt%,4.75시간,83.0
S250925H,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 5 : 5 ( 합성 실패 _ 응집 ),0.49,,,,,,-47.45,,0.0025,,309.46,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 0.77wt%(초기 0.03wt%) / PP-70 0.74wt% / ER-10 0.08wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250926H,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 5 : 5,0.94,0.45,0.63,0.91,0.01,8-9,-47.45,50.0,0.0025,,311.24,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 0.77wt%(초기 0.03wt%) / PP-70 0.74wt% / ER-10 0.08wt% / NaHCO3 0.06wt% / NH4OH 0.1wt%,4.75시간,83.0
S250929H,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 0 : 10 ( 합성 실패 _ 유화X ),0.49,,,,,,-47.45,,0.00251,,306.15,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 0.03wt%(초기 0.03wt%) / PP-70 1.47wt% / ER-10 0.08wt% / NaHCO3 0.06wt%,4.75시간,83.0
S250930H,노항우,장기보관성개선,[920기반] SR-1025 : PP-70 = 1 : 9 ( 합성 실패 _ 응집 ),0.49,,,,,,-47.45,,0.00251,,306.81,BA 94.2 / MMA 4.5 / AA 1.3,증류수 101.8wt%,KPS 0.33wt% ( 후첨 0.10wt% ),SR-1025 0.18wt%(초기 0.03wt%) / PP-70 1.32wt% / ER-10 0.08wt% / NaHCO3 0.06wt%,4.75시간,83.0
